PageRank;inDegreeRank;PageRankValue;inDegreeValue;Node id;Url;Type
316;38790;0.0009021939815166486;8;30751;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/advanced-optics/contact/index.html;disconnected
317;23299;0.0009021939815166486;11;30813;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/cse/computational-science-engineering/research/index.html;disconnected
318;20881;0.0009021939815166486;12;30836;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/sbe/science-based-engineering/structure/index.html;disconnected
319;36893;0.0009021939815166486;8;30748;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/advanced-optics/structure/index.html;disconnected
320;38992;0.0009021939815166486;8;30749;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/advanced-optics/programme-leader/index.html;disconnected
321;32104;0.0009021939815166486;9;30726;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/igs/innovation-entrepreneurship/research/index.html;disconnected
322;19932;0.0009021939815166486;12;30839;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/sbe/science-based-engineering/research/index.html;disconnected
323;156396;0.0009021939815166486;1;107055;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Figs%2Finnovation-governance%2Feligibility-admission%2Feligibility-request-tgs.shtml%2F%3Fresearchprogramme=innovation_of_governance.html;disconnected
324;29738;0.0009021939815166486;9;30735;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/igs/innovation-governance/research/index.html;disconnected
325;10850;0.0009021939815166486;19;7472;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/sbe/science-based-engineering/index.html;disconnected
326;19767;0.0009021939815166486;12;7454;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/et/ethics-technology/index.html;disconnected
327;9644;0.0009021939815166486;22;4592;http://www.utwente.nl/tgs/programmes/telematicsandinformationtechnologies/dependableandsecurecomputing/index.html;disconnected
328;136332;0.0009021939815166486;1;107194;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fsbe%2Fscience-based-engineering%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=science_based_engineering.html;disconnected
329;28813;0.0009021939815166486;10;30657;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/ctit/dependable-secure-computing/programme-leader/index.html;disconnected
330;33322;0.0009021939815166486;9;30723;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/igs/innovation-entrepreneurship/structure/index.html;disconnected
331;152391;0.0009021939815166486;1;106945;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fet%2Fethics-technology%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=ethics_and_technology.html;disconnected
332;29090;0.0009021939815166486;9;30736;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/igs/innovation-governance/contact/index.html;disconnected
333;23060;0.0009021939815166486;11;30814;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/cse/computational-science-engineering/testimonial/index.html;disconnected
334;28248;0.0009021939815166486;10;30656;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/ctit/dependable-secure-computing/structure/index.html;disconnected
335;15770;0.0009021939815166486;14;7467;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/next-generation-energy-resources/index.html;disconnected
336;35574;0.0009021939815166486;8;30750;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/advanced-optics/eligibility-admission/index.html;disconnected
337;33048;0.0009021939815166486;9;30734;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/igs/innovation-governance/eligibility-admission/index.html;disconnected
338;25293;0.0009021939815166486;10;30660;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/ctit/dependable-secure-computing/testimonial/index.html;disconnected
339;32154;0.0009021939815166486;9;30781;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/next-generation-energy-resources/contact/index.html;disconnected
340;28046;0.0009021939815166486;10;30658;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/ctit/dependable-secure-computing/research/index.html;disconnected
341;30485;0.0009021939815166486;9;30779;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/next-generation-energy-resources/eligibility-admission/index.html;disconnected
342;26833;0.0009021939815166486;10;30649;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/et/ethics-technology/eligibility-admission/index.html;disconnected
343;26785;0.0009021939815166486;10;30648;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/et/ethics-technology/testimonial/index.html;disconnected
344;144013;0.0009015292837351319;1;107150;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fmira%2Fbiomedical-engineering%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=biomedical_engineering.html;disconnected
345;18660;0.0009015292837351319;13;7466;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/index.html;disconnected
346;35100;0.0009015292837351319;8;30798;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/structure/index.html;disconnected
347;31218;0.0009015292837351319;9;30759;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/eligibility-admission/index.html;disconnected
348;31975;0.0009015292837351319;9;30769;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/programme-leader/index.html;disconnected
349;33339;0.0009015292837351319;9;30761;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/contact/index.html;disconnected
350;33956;0.0009015292837351319;9;30757;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/structure/index.html;disconnected
351;29136;0.0009015292837351319;9;30830;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/contact/index.html;disconnected
352;38314;0.0009015292837351319;8;30800;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/eligibility-admission/index.html;disconnected
353;33630;0.0009015292837351319;9;30771;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/research/index.html;disconnected
354;33655;0.0009015292837351319;9;30758;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/programme-leader/index.html;disconnected
355;30282;0.0009015292837351319;9;30768;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/structure/index.html;disconnected
356;36652;0.0009015292837351319;8;30801;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/research/index.html;disconnected
357;3822;0.0009015292837351319;82;5220;;disconnected
358;33503;0.0009015292837351319;9;30829;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/research/index.html;disconnected
359;22032;0.0009015292837351319;11;7471;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/index.html;disconnected
360;37558;0.0009015292837351319;8;30802;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/contact/index.html;disconnected
361;38013;0.0009015292837351319;8;30799;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/programme-leader/index.html;disconnected
362;33446;0.0009015292837351319;9;30828;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/eligibility-admission/index.html;disconnected
363;168821;0.0009015292837351319;1;107105;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fmesa-plus%2Fnano-devices-systems%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=nano_devices_and_systems.html;disconnected
364;132153;0.0009015292837351319;1;107178;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fitc%2Fspace-global-development%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=space_for_global_development.html;disconnected
365;124452;0.0009015292837351319;1;107091;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fmesa-plus%2Ffluid-physics%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=fluid_physics.html;disconnected
366;140305;0.0009015292837351319;1;107020;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fctit%2Fwireless-sensor-systems%2Fresearch%2Fgroups%2F.html;disconnected
367;22550;0.0009015292837351319;11;7465;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/index.html;disconnected
368;32223;0.0009015292837351319;9;30772;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/contact/index.html;disconnected
369;33153;0.0009015292837351319;9;30770;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/nano-devices-systems/eligibility-admission/index.html;disconnected
370;29945;0.0009015292837351319;9;30827;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/programme-leader/index.html;disconnected
371;32334;0.0009015292837351319;9;30760;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/fluid-physics/research/index.html;disconnected
372;23928;0.0009015292837351319;11;7469;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mira/biomedical-engineering/index.html;disconnected
373;29135;0.0009015292837351319;9;30826;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/itc/space-global-development/structure/index.html;disconnected
374;23631;0.000900901513608144;11;30793;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/contact/index.html;disconnected
375;160769;0.000900901513608144;1;107136;http://www.utwente.nl/repository/utwente/ws2013/pages/comment/comment.shtml@url=https%3A%2F%2Fwww.utwente.nl%2Fen%2Feducation%2Fpost-graduate%2Ftgs%2Fprogrammes%2Fmesa-plus%2Fnovel-nano-materials%2Feligibility-admission%2Feligibility-request.shtml%2F%3Fresearchprogramme=novel_nanomaterials.html;disconnected
376;23358;0.000900901513608144;11;30790;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/eligibility-admission/index.html;disconnected
377;13176;0.000900901513608144;16;7468;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/index.html;disconnected
378;23711;0.000900901513608144;11;30791;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/research/index.html;disconnected
379;20620;0.000900901513608144;12;30789;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/programme-leader/index.html;disconnected
380;24927;0.000900901513608144;11;30792;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/testimonial/index.html;disconnected
381;21742;0.000900901513608144;11;30788;http://www.utwente.nl/en/education/post-graduate/tgs/programmes/mesa-plus/novel-nano-materials/structure/index.html;disconnected
382;133096;0.0008936013409453192;1;189444;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397045.html;disconnected
383;115625;0.0008936013409453192;2;189382;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 06/verbeterpunten-m6-consumenten-producten/index.html;gscc
384;103605;0.0008936013409453192;2;189383;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod08/improvement-modeling/index.html;gscc
385;158440;0.0008936013409453192;1;189445;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395497.html;out
386;117491;0.0008936013409453192;2;189376;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 05/tbk-verbeteracties-module-5-na-evaluatie-november-2014/index.html;gscc
387;120148;0.0008936013409453192;1;189446;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395513.html;out
388;117671;0.0008936013409453192;2;189377;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod07/verbeterplan-m7-from-product-design-to-business-online/index.html;gscc
389;131018;0.0008936013409453192;1;189443;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397043.html;out
390;103199;0.000893394403065121;2;189381;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 04/tbk-verbeteracties-module-4-na-evaluatie-in-juli-2014/index.html;gscc
391;113158;0.000893394403065121;2;189380;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 04/verbeterpunten-m4-supply-chain-management/index.html;gscc
392;105115;0.000893394403065121;2;189372;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod01/tbk-verbeteracties-module-1-na-evaluatie-november-2014/index.html;gscc
393;144441;0.000893394403065121;1;189441;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43577.html;disconnected
394;114084;0.000893394403065121;2;189375;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 03/tbk-verbeteracties-module-3-na-evaluatie-in-april-2014/index.html;gscc
395;106151;0.000893394403065121;2;189379;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod02/tbk-verbeteracties-module-2-na-evaluatie-in-februari-2014/index.html;gscc
396;116178;0.000893394403065121;2;189374;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod 03/tbk-verbeteracties-module-3-na-evaluatie-in-april-2015/index.html;gscc
397;119095;0.000893394403065121;1;189439;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43583.html;disconnected
398;161502;0.000893394403065121;1;189442;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397040.html;out
399;166520;0.000893394403065121;1;189440;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43580.html;out
400;109393;0.000893394403065121;2;189378;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod02/tbk-verbeteracties-module-2-na-evaluatie-in-februari-2015/index.html;gscc
401;103777;0.000893394403065121;2;189373;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-tbk/Modules/mod01/tbk-verbeteracties-module-1-na-evaluatie-november-2013/index.html;gscc
402;123214;0.0008930396450925132;1;189424;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397089.html;disconnected
403;164677;0.0008930396450925132;1;189423;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397068.html;disconnected
404;104178;0.0008928433975485775;2;189363;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod03/improvement-in-2015-fais/index.html;tendril
405;115809;0.0008928433975485775;2;189369;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod8.2/improvement-supply-management/index.html;tendril
406;164289;0.0008928433975485775;1;189422;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397061.html;disconnected
407;169340;0.0008928433975485775;1;189418;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395934.html;disconnected
408;127400;0.0008928433975485775;1;189421;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398073.html;disconnected
409;144459;0.0008928433975485775;1;189419;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395936.html;disconnected
410;152931;0.0008928433975485775;1;189417;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395930.html;disconnected
411;117800;0.0008928433975485775;2;189364;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod5/improvements-in-strategy-me/index.html;tendril
412;102784;0.0008928433975485775;2;189366;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod02/improvements-in-bom-for-2015/index.html;tendril
413;110164;0.0008928433975485775;2;189362;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod01/improvements-in-top/index.html;tendril
414;117915;0.0008928433975485775;2;189367;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod04/improvements-for-holi/index.html;tendril
415;147935;0.0008928433975485775;1;189425;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=397931.html;disconnected
416;111713;0.0008928433975485775;2;189368;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod6/improvement-in-201200066-innovation/index.html;tendril
417;170166;0.0008928433975485775;1;189416;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395928.html;disconnected
418;105446;0.0008928433975485775;2;189365;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-iba/modules/mod7.1/improvements-in-digital-marketing-for-networked-bus/index.html;tendril
419;151839;0.0008928433975485775;1;189420;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398071.html;disconnected
420;145549;0.0008923422528003134;1;189431;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395993.html;disconnected
421;153054;0.0008923422528003134;1;189429;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395888.html;disconnected
422;143070;0.0008923422528003134;1;189430;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395890.html;disconnected
423;140522;0.0008923422528003134;1;189432;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=396739.html;disconnected
424;122407;0.0008923422528003134;1;189437;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=402508.html;disconnected
425;146576;0.0008923422528003134;1;189436;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=402506.html;disconnected
426;156563;0.0008923422528003134;1;189433;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=396741.html;disconnected
427;153565;0.0008921582641684187;1;189435;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395995.html;disconnected
428;107649;0.0008921582641684187;2;189355;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-psy/Modules/mod06b/improvement-actions-module-human-factors/index.html;tendril
429;138397;0.0008921582641684187;1;189427;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395884.html;disconnected
430;147043;0.0008921582641684187;1;189434;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=402115.html;disconnected
431;105932;0.0008921582641684187;2;189356;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-psy/Modules/mod02/verbeteracties-module-sociaal-gedrag/index.html;tendril
432;109709;0.0008921582641684187;2;189354;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-psy/Modules/mod01/verbeteracties-module-1-psychologie-en-ontwerpen-naar-aanleiding-van-de-evaluatie-in-november-2014/index.html;tendril
433;111081;0.0008921582641684187;2;189357;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/bachelor/b-psy/Modules/mod6a/evaluatie-b2-tom-module-psychische-gezondheid-collegejaar-2014-2015/index.html;tendril
434;169351;0.0008921582641684187;1;189428;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=395886.html;disconnected
435;95;0.0008921127318303137;27526;433;http://www.utwente.nl/onderwijs/ctw.html;disconnected
436;99;0.0008921127318303137;26583;37;http://www.utwente.nl/organisatie/werken-bij-de-ut/index.html;disconnected
437;109;0.0008921127318303137;26071;29;http://www.utwente.nl/onderzoek/onderzoekers/medewerker-vinden/index.html;disconnected
438;1765;0.0008921127318303137;211;10579;http://www.utwente.nl/ewi/intranet/feiten-cijfers/index.html;disconnected
439;91;0.0008921127318303137;28669;16;http://www.utwente.nl/opendagen/index.html;disconnected
440;110;0.0008921127318303137;26058;75;;disconnected
441;1763;0.0008921127318303137;211;10583;http://www.utwente.nl/ewi/intranet/onderzoek/index.html;disconnected
442;96;0.0008921127318303137;27253;18;http://www.utwente.nl/onderwijs/bachelor/opleidingen/atlas-university-college/index.html;disconnected
443;1764;0.0008921127318303137;211;10581;http://www.utwente.nl/ewi/intranet/diensten/index.html;disconnected
444;104;0.0008921127318303137;26378;447;http://www.utwente.nl/az/wewi/index.html;disconnected
445;1767;0.0008921127318303137;211;10582;http://www.utwente.nl/ewi/intranet/onderwijs/index.html;disconnected
446;100;0.0008921127318303137;26543;43;http://www.utwente.nl/organisatie/nieuws-events/persinformatie/index.html;disconnected
447;14;0.0008921127318303137;88577;405;http://www.utwente.nl/so.1.html;disconnected
448;88;0.0008921127318303137;29091;9;http://www.utwente.nl/onderwijs/master/index.html;disconnected
449;107;0.0008921127318303137;26136;304;http://www.utwente.nl/studyabroad/nl/index.html;disconnected
450;108;0.0008921127318303137;26075;51;http://www.utwente.nl/business/talent-vinden/index.html;disconnected
451;90;0.0008921127318303137;28727;8;http://www.utwente.nl/onderwijs/bachelor/index.html;disconnected
452;102;0.0008921127318303137;26472;15;http://www.utwente.nl/bms/sg/index.html;disconnected
453;111;0.0008921127318303137;26058;74;;disconnected
454;98;0.0008921127318303137;26651;131;http://www.utwente.nl/onderwijs/master/doorstromen-hbo-ut/index.html;disconnected
455;56;0.0008921127318303137;36275;5689;http://www.utwente.nl/ewi/intranet/index.html;disconnected
456;106;0.0008921127318303137;26374;480897;http://margo.student.utwente.nl/index.html;disconnected
457;1766;0.0008921127318303137;211;10580;http://www.utwente.nl/ewi/intranet/procedures/index.html;disconnected
458;92;0.0008921127318303137;28644;45;http://www.utwente.nl/organisatie/structuur/onderzoeksinstituten/index.html;disconnected
459;1761;0.0008921127318303137;211;10578;http://www.utwente.nl/ewi/intranet/managementteam/index.html;disconnected
460;13;0.0008921127318303137;89654;33;http://www.utwente.nl/ub.html;disconnected
461;87;0.0008921127318303137;29290;40;http://www.utwente.nl/organisatie/alumni/index.html;disconnected
462;103;0.0008921127318303137;26410;429;http://www.utwente.nl/loketvo.html;disconnected
463;1760;0.0008921127318303137;211;10577;http://www.utwente.nl/ewi/intranet/algemeen/index.html;disconnected
464;7492;0.0008921127318303137;30;10585;http://www.utwente.nl/ewi/intranet/onderwijs/commissies_en_raden/exciealg/verzoek/onderwerpen/index.html;disconnected
465;93;0.0008921127318303137;28642;46;http://www.utwente.nl/organisatie/structuur/diensten/index.html;disconnected
466;163257;0.0008921127318303137;1;184694;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=382653.html;disconnected
467;105;0.0008921127318303137;26374;449;http://www.utwente.nl/organisatie/structuur/bestuur/index.html;disconnected
468;6358;0.0008921127318303137;38;2330;http://www.utwente.nl/ewi/intranet/onderwijs/commissies_en_raden/exciealg/verzoek/index.html;disconnected
469;155600;0.000891750083478184;1;189394;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=389593.html;disconnected
470;164961;0.000891750083478184;1;189408;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43283.html;disconnected
471;153467;0.000891750083478184;1;189411;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398067.html;disconnected
472;149762;0.000891750083478184;1;189414;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=403271.html;disconnected
473;138238;0.000891750083478184;1;189410;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398075.html;disconnected
474;149981;0.000891750083478184;1;189388;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43546.html;disconnected
475;165022;0.000891750083478184;1;189390;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398057.html;disconnected
476;124683;0.000891750083478184;1;189413;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=402581.html;disconnected
477;163036;0.000891750083478184;1;189393;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=402133.html;disconnected
478;163174;0.000891750083478184;1;189412;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398069.html;disconnected
479;120141;0.000891750083478184;1;189389;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43551.html;disconnected
480;136482;0.000891750083478184;1;189387;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43549.html;disconnected
481;167146;0.000891750083478184;1;189409;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43255.html;disconnected
482;137850;0.000891750083478184;1;189392;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398061.html;disconnected
483;121921;0.000891750083478184;1;189407;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=43292.html;disconnected
484;156997;0.000891750083478184;1;189391;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398059.html;disconnected
485;146073;0.0008917082783169787;1;189400;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398063.html;disconnected
486;135716;0.0008917082783169787;1;189404;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=401880.html;disconnected
487;162012;0.0008917082783169787;1;189401;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398065.html;disconnected
488;120149;0.0008917082783169787;1;189399;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398044.html;disconnected
489;150599;0.0008917082783169787;1;189397;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398039.html;disconnected
490;135300;0.0008917082783169787;1;189398;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398042.html;disconnected
491;125053;0.0008917082783169787;1;189402;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=401871.html;disconnected
492;148669;0.0008917082783169787;1;189405;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=401882.html;disconnected
493;120495;0.0008917082783169787;1;189396;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=398035.html;disconnected
494;154890;0.0008917082783169787;1;189403;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=401877.html;disconnected
495;9599;0.0008910986416251795;22;10641;;disconnected
496;39853;0.000886684366614595;7;189906;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/archive/mb/evaluations_2013_2014/2013-2014-q3-summaries/optimization_of_healthcare_proc.html;disconnected
497;6296;0.000886684366614595;39;189924;http://www.utwente.nl/repository/utwente/dottwente/apps/comment.shtml@file=163297.html;disconnected
498;39994;0.000886684366614595;7;189916;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/archive/mb/evaluations_2013_2014/2013-2014-q3-summaries/management_of_technology_for_pl.html;disconnected
499;44619;0.000886684366614595;7;189896;http://www.utwente.nl/bms/intranet/en/education/quality-assurance/archive/mb/evaluations_2013_2014/2013-2014-q3-summaries/gender_inclusive_ontwerpen_1941.html;disconnected
